Neighborhood,Latitude,Longitude,Venue,Venue Category
Flatbush,40.63632589026677,-73.95840106533903,Vanderbilt Playground,Playground
Flatbush,40.63632589026677,-73.95840106533903,Smorgasburg Prospect Park,Street Food Gathering
Flatbush,40.63632589026677,-73.95840106533903,PLG Coffee House and Tavern,Café
Flatbush,40.63632589026677,-73.95840106533903,Amy Thai Bistro,Thai Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Nethermead,Field
Flatbush,40.63632589026677,-73.95840106533903,DaleView Biscuits & Beer,Café
Flatbush,40.63632589026677,-73.95840106533903,Lincoln Road Playground,Playground
Flatbush,40.63632589026677,-73.95840106533903,Ix,Café
Flatbush,40.63632589026677,-73.95840106533903,Prospect Park,Park
Flatbush,40.63632589026677,-73.95840106533903,Hasenstüble,Beer Garden
Flatbush,40.63632589026677,-73.95840106533903,Little Mo Wine & Spirits,Liquor Store
Flatbush,40.63632589026677,-73.95840106533903,Slow Loris,Korean Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Hamlet Coffee Company,Coffee Shop
Flatbush,40.63632589026677,-73.95840106533903,Lenny & John's Pizza,Pizza Place
Flatbush,40.63632589026677,-73.95840106533903,Glou,Tapas Restaurant
Flatbush,40.63632589026677,-73.95840106533903,De Hot Pot Roti Shop,Caribbean Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Drink,Wine Shop
Flatbush,40.63632589026677,-73.95840106533903,Taci's Beyti Restaurant,Turkish Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Green-Wood Cemetery,Cemetery
Flatbush,40.63632589026677,-73.95840106533903,Argyle Yarn Shop,Arts & Crafts Store
Flatbush,40.63632589026677,-73.95840106533903,East Wind Snack Shop,Chinese Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Prospect Park Ball Fields,Baseball Field
Flatbush,40.63632589026677,-73.95840106533903,The Bandshell / Celebrate Brooklyn!,Performing Arts Venue
Flatbush,40.63632589026677,-73.95840106533903,Discovery Garden,Garden
Flatbush,40.63632589026677,-73.95840106533903,The Double Windsor,Bar
Flatbush,40.63632589026677,-73.95840106533903,Prospect Park Dog Run,Dog Run
Flatbush,40.63632589026677,-73.95840106533903,China New Star,Chinese Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Bonsai Museum,Museum
Flatbush,40.63632589026677,-73.95840106533903,Brooklyn Botanic Garden,Botanical Garden
Flatbush,40.63632589026677,-73.95840106533903,Giovanni's Brooklyn Eats,Italian Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Krupa Grocery,American Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Battle Hill,Scenic Lookout
Flatbush,40.63632589026677,-73.95840106533903,Provini,Italian Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Cherry Esplanade,Garden
Flatbush,40.63632589026677,-73.95840106533903,Villabate Alba,Bakery
Flatbush,40.63632589026677,-73.95840106533903,Long Meadow,Field
Flatbush,40.63632589026677,-73.95840106533903,La Palina,Italian Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Ba Xuyên,Vietnamese Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Slope Wellness,Spa
Flatbush,40.63632589026677,-73.95840106533903,Picnic House,Picnic Shelter
Flatbush,40.63632589026677,-73.95840106533903,Japanese Garden,Garden
Flatbush,40.63632589026677,-73.95840106533903,Pronto Pizza,Pizza Place
Flatbush,40.63632589026677,-73.95840106533903,The Shakespeare Garden,Garden
Flatbush,40.63632589026677,-73.95840106533903,The End Is Near,Jewelry Store
Flatbush,40.63632589026677,-73.95840106533903,Brooklyn Museum,Art Museum
Flatbush,40.63632589026677,-73.95840106533903,Pasta Louise,Italian Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Marine Park Track,Track
Flatbush,40.63632589026677,-73.95840106533903,Winner,Coffee Shop
Flatbush,40.63632589026677,-73.95840106533903,Fonda,Mexican Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Brooklyn Museum Gift Shop,Gift Shop
Flatbush,40.63632589026677,-73.95840106533903,Giuseppina's,Pizza Place
Flatbush,40.63632589026677,-73.95840106533903,Lot 2,American Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Steinberg Visitor Center,Tourist Information Center
Flatbush,40.63632589026677,-73.95840106533903,Prospect Park Loop,Track
Flatbush,40.63632589026677,-73.95840106533903,Barboncino,Pizza Place
Flatbush,40.63632589026677,-73.95840106533903,Brook Vin,Wine Bar
Flatbush,40.63632589026677,-73.95840106533903,Anyone Comics,Comic Shop
Flatbush,40.63632589026677,-73.95840106533903,Vale of Cashmere,Garden
Flatbush,40.63632589026677,-73.95840106533903,Colina Cuervo,Café
Flatbush,40.63632589026677,-73.95840106533903,Mount Prospect Park,Park
Flatbush,40.63632589026677,-73.95840106533903,Café Grumpy,Coffee Shop
Flatbush,40.63632589026677,-73.95840106533903,Big Nose Full Body,Wine Shop
Flatbush,40.63632589026677,-73.95840106533903,Jintana Thai Farmhouse,Thai Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Grand Army Plaza Greenmarket,Farmers Market
Flatbush,40.63632589026677,-73.95840106533903,Luigi's Pizza,Pizza Place
Flatbush,40.63632589026677,-73.95840106533903,Oxalis,Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Sunset Park,Park
Flatbush,40.63632589026677,-73.95840106533903,Bagel Pub,Bagel Shop
Flatbush,40.63632589026677,-73.95840106533903,Chavela's,Mexican Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Hunky Dory,Bistro
Flatbush,40.63632589026677,-73.95840106533903,Russo's Mozzarella and Pasta,Italian Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Silver Rice,Sushi Restaurant
Flatbush,40.63632589026677,-73.95840106533903,Super Power,Tiki Bar
Flatbush,40.63632589026677,-73.95840106533903,Lao Jie Hotpot,Hotpot Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Every Thing Goes Cafe and Bookstore,Café
Tompkinsville,40.637316067110326,-74.08055351790115,Pier 76 Italian Restaurant,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Kills Boro Brewing Co,Brewery
Tompkinsville,40.637316067110326,-74.08055351790115,Beso,Tapas Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Craft House,Gastropub
Tompkinsville,40.637316067110326,-74.08055351790115,Flagship Brewing Co.,Brewery
Tompkinsville,40.637316067110326,-74.08055351790115,Dunkin',Donut Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Lakruwana,Sri Lankan Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Defonte's Sandwich Shop,Sandwich Place
Tompkinsville,40.637316067110326,-74.08055351790115,Crunch Fitness,Gym / Fitness Center
Tompkinsville,40.637316067110326,-74.08055351790115,Marie's 2,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Dosa Garden,Indian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Staten Island September 11 Memorial,Monument / Landmark
Tompkinsville,40.637316067110326,-74.08055351790115,The Gavel Grill,American Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Shake Shack,Burger Joint
Tompkinsville,40.637316067110326,-74.08055351790115,Honor Wines,Wine Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Enoteca Maria,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,The Hop Shoppe,Beer Bar
Tompkinsville,40.637316067110326,-74.08055351790115,Silver Lake Park,Park
Tompkinsville,40.637316067110326,-74.08055351790115,Snug Harbor Cultural Center & Botanical Garden,Cultural Center
Tompkinsville,40.637316067110326,-74.08055351790115,St. George Theatre,Theater
Tompkinsville,40.637316067110326,-74.08055351790115,New Asha,Sri Lankan Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,A&S Pizzeria,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,Chinese Scholars' Garden,Garden
Tompkinsville,40.637316067110326,-74.08055351790115,Steiny's Pub,Bar
Tompkinsville,40.637316067110326,-74.08055351790115,Jody's Club Forest,Bar
Tompkinsville,40.637316067110326,-74.08055351790115,Staten Island Urby,Residential Building (Apartment / Condo)
Tompkinsville,40.637316067110326,-74.08055351790115,Campo Bello Restaurante,Spanish Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Hypno-Tronic Comics,Toy / Game Store
Tompkinsville,40.637316067110326,-74.08055351790115,Chuck's Pizzeria & Restaurant,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,Beans & Leaves,Coffee Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Nike,Sporting Goods Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Blue,Mediterranean Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,The Kettle Black,Wings Joint
Tompkinsville,40.637316067110326,-74.08055351790115,Adobe Blues,Mexican Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Bayou,Cajun / Creole Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Panini Grill,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Gerardi's Farmers Market & Nursery,Garden Center
Tompkinsville,40.637316067110326,-74.08055351790115,Cafe Milano,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Staten Island Children's Museum,Museum
Tompkinsville,40.637316067110326,-74.08055351790115,Snug Harbor Herb Garden,Botanical Garden
Tompkinsville,40.637316067110326,-74.08055351790115,Clove Lakes Park,Park
Tompkinsville,40.637316067110326,-74.08055351790115,Dairy Queen,Ice Cream Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Fab Cup,Coffee Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Duffy's Tavern,Burger Joint
Tompkinsville,40.637316067110326,-74.08055351790115,Ho' Brah Taco Joint,Taco Place
Tompkinsville,40.637316067110326,-74.08055351790115,Snug Harbor Music Hall,Concert Hall
Tompkinsville,40.637316067110326,-74.08055351790115,J's on the Bay,Breakfast Spot
Tompkinsville,40.637316067110326,-74.08055351790115,Better Gourmet Health Kitchen,Juice Bar
Tompkinsville,40.637316067110326,-74.08055351790115,Li Greci's Staaten,Event Space
Tompkinsville,40.637316067110326,-74.08055351790115,Bayonne Golf Club,Golf Course
Tompkinsville,40.637316067110326,-74.08055351790115,Shore Road Park,Park
Tompkinsville,40.637316067110326,-74.08055351790115,Staten Island Zoo,Zoo
Tompkinsville,40.637316067110326,-74.08055351790115,Pastosa's,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Crispy Pizza,Fast Food Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Liedy's Shore Inn,Bar
Tompkinsville,40.637316067110326,-74.08055351790115,Starbucks,Coffee Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Silver Lake Golf Course,Golf Course
Tompkinsville,40.637316067110326,-74.08055351790115,Belt Parkway Promenade,Plaza
Tompkinsville,40.637316067110326,-74.08055351790115,Narrows Botanical Garden,Garden
Tompkinsville,40.637316067110326,-74.08055351790115,Mandolin Brothers,Music Store
Tompkinsville,40.637316067110326,-74.08055351790115,Marie's Gourmet,Burger Joint
Tompkinsville,40.637316067110326,-74.08055351790115,Owl's Head Park,Park
Tompkinsville,40.637316067110326,-74.08055351790115,Pastosa Ravioli,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Bin 5,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Pizza Masters,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,El Pollo Restaurant,Spanish Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Lot 13 Long Bar & Restaurant,Bar
Tompkinsville,40.637316067110326,-74.08055351790115,Bagel Boy,Bagel Shop
Tompkinsville,40.637316067110326,-74.08055351790115,San Vito Ristorante & Pizzeria,Italian Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Owl’s Head Park Dog Run,Dog Run
Tompkinsville,40.637316067110326,-74.08055351790115,Nürnberger Bierhaus,German Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,The Secret Garden Spa,Salon / Barbershop
Tompkinsville,40.637316067110326,-74.08055351790115,Little Cupcake Bakeshop,Cupcake Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Harbor View 9/11 Memorial Park,Park
Tompkinsville,40.637316067110326,-74.08055351790115,CakeChef's Cookie Jar,Dessert Shop
Tompkinsville,40.637316067110326,-74.08055351790115,European Wax Center,Health & Beauty Service
Tompkinsville,40.637316067110326,-74.08055351790115,Otaiko Hibachi & Sushi Lounge,Japanese Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Bad Ass Academy,Gym / Fitness Center
Tompkinsville,40.637316067110326,-74.08055351790115,Mimi Nails,Spa
Tompkinsville,40.637316067110326,-74.08055351790115,Nonno's Pizza,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,Shore Promenade,Scenic Lookout
Tompkinsville,40.637316067110326,-74.08055351790115,Ho' Brah Taco Joint,Taco Place
Tompkinsville,40.637316067110326,-74.08055351790115,Mimi Nails Spa,Spa
Tompkinsville,40.637316067110326,-74.08055351790115,Pegasus Cafe,Breakfast Spot
Tompkinsville,40.637316067110326,-74.08055351790115,Royal Crown Bakery,Bakery
Tompkinsville,40.637316067110326,-74.08055351790115,Paneantico,Bakery
Tompkinsville,40.637316067110326,-74.08055351790115,Tanoreen,Middle Eastern Restaurant
Tompkinsville,40.637316067110326,-74.08055351790115,Perk Up Cafe!,Café
Tompkinsville,40.637316067110326,-74.08055351790115,Vesuvio Pizzeria & Restaurant,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,"Bagels, Bread & Butter",Bagel Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Pilo Arts Day Spa and Salon,Spa
Tompkinsville,40.637316067110326,-74.08055351790115,Clove Rd Bagels,Bagel Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Nino's Pizza,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,Peppino's,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,Via Ponte Pizzeria,Pizza Place
Tompkinsville,40.637316067110326,-74.08055351790115,Blimpie,Sandwich Place
Tompkinsville,40.637316067110326,-74.08055351790115,Cream Coffee Shop,Coffee Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Egger's Ice Cream Parlor,Ice Cream Shop
Tompkinsville,40.637316067110326,-74.08055351790115,Pompei Pizza,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,Olga's Place,Latin American Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Noches De Colombia,Colombian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Neiman Marcus Last Call,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,El Tiburon,Food
Howland Hook,40.63843283794795,-74.18622331749823,Urban Griddle,Diner
Howland Hook,40.63843283794795,-74.18622331749823,Burlington,Department Store
Howland Hook,40.63843283794795,-74.18622331749823,DiCosmo's Italian Ice,Ice Cream Shop
Howland Hook,40.63843283794795,-74.18622331749823,Rinconcito Paisa,Latin American Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Tommy Hilfiger,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,COACH Outlet,Accessories Store
Howland Hook,40.63843283794795,-74.18622331749823,Bayway World of Liquors,Liquor Store
Howland Hook,40.63843283794795,-74.18622331749823,The LEGO Store,Toy / Game Store
Howland Hook,40.63843283794795,-74.18622331749823,Calvin Klein,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,UNIQLO,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,Gap Factory Store,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,Alvarez Cafe,Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Forever 21,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,Spirito's,Italian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,City Tavern,South American Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Hilton Garden Inn,Hotel
Howland Hook,40.63843283794795,-74.18622331749823,American Eagle & Aerie Outlet,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,The Mills at Jersey Gardens,Shopping Mall
Howland Hook,40.63843283794795,-74.18622331749823,Disney Store,Toy / Game Store
Howland Hook,40.63843283794795,-74.18622331749823,ALDO Outlet,Shoe Store
Howland Hook,40.63843283794795,-74.18622331749823,Bed Bath & Beyond,Furniture / Home Store
Howland Hook,40.63843283794795,-74.18622331749823,Santillo's Brick Oven Pizza,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,Brother's Pizza,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,Planet Fitness,Gym / Fitness Center
Howland Hook,40.63843283794795,-74.18622331749823,Dollar Tree,Discount Store
Howland Hook,40.63843283794795,-74.18622331749823,Denino's Pizzeria Tavern,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,Brisas Bakery & Restaurant,Colombian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Tommy's Italian Sausage,Hot Dog Joint
Howland Hook,40.63843283794795,-74.18622331749823,Dairy Queen,Ice Cream Shop
Howland Hook,40.63843283794795,-74.18622331749823,Cinnabon,Bakery
Howland Hook,40.63843283794795,-74.18622331749823,Ralph's Italian Ices,Ice Cream Shop
Howland Hook,40.63843283794795,-74.18622331749823,Dominican Food,Spanish Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Jerry's Famous Frankfurters,Hot Dog Joint
Howland Hook,40.63843283794795,-74.18622331749823,Indoor Extreme Sports,Recreation Center
Howland Hook,40.63843283794795,-74.18622331749823,Tropical Smoothie Cafe,Café
Howland Hook,40.63843283794795,-74.18622331749823,IHOP,Breakfast Spot
Howland Hook,40.63843283794795,-74.18622331749823,GameStop,Video Game Store
Howland Hook,40.63843283794795,-74.18622331749823,SEPHORA,Cosmetics Shop
Howland Hook,40.63843283794795,-74.18622331749823,Bella Palermo Pastry Shop,Bakery
Howland Hook,40.63843283794795,-74.18622331749823,Portugal Express Bar & Restaurant,Paella Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Perry Ellis -  The Outlet Collection Jersey Gardens,Men's Store
Howland Hook,40.63843283794795,-74.18622331749823,Kohl's,Department Store
Howland Hook,40.63843283794795,-74.18622331749823,Cold Stone Creamery,Ice Cream Shop
Howland Hook,40.63843283794795,-74.18622331749823,Starbucks,Coffee Shop
Howland Hook,40.63843283794795,-74.18622331749823,Coffee House,Coffee Shop
Howland Hook,40.63843283794795,-74.18622331749823,Carbonazo Restaurant,Peruvian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Nike Factory Store,Sporting Goods Shop
Howland Hook,40.63843283794795,-74.18622331749823,Michelino's Pizzeria & Restaurant,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,Johnny Rockets,American Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Banana King,Arepa Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Under Armour Factory Outlet,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,Nordstrom Rack Jersey Gardens,Discount Store
Howland Hook,40.63843283794795,-74.18622331749823,Sonic Drive-In,Fast Food Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Sanma Japanese Restaurant,Sushi Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Minhoto Restaurant,Brazilian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Valenca Restaurant,Portuguese Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Victoria's Secret,Lingerie Store
Howland Hook,40.63843283794795,-74.18622331749823,Mother Moose,Bakery
Howland Hook,40.63843283794795,-74.18622331749823,Tumi Peruvian Restaurant,Peruvian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Nitecap Video,Video Store
Howland Hook,40.63843283794795,-74.18622331749823,Starting Point Bar & Grill,Bar
Howland Hook,40.63843283794795,-74.18622331749823,Wawa,Convenience Store
Howland Hook,40.63843283794795,-74.18622331749823,Applebee's Grill + Bar,American Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,16 Handles,Frozen Yogurt Shop
Howland Hook,40.63843283794795,-74.18622331749823,CakeChef's Cookie Jar,Dessert Shop
Howland Hook,40.63843283794795,-74.18622331749823,Dunkin',Donut Shop
Howland Hook,40.63843283794795,-74.18622331749823,La Piazza,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,Cole Haan Outlet,Accessories Store
Howland Hook,40.63843283794795,-74.18622331749823,Bruno's Pizzeria,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,El Salvadoreño Restaurant,Latin American Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Bath & Body Works,Cosmetics Shop
Howland Hook,40.63843283794795,-74.18622331749823,Bella Pizza,Pizza Place
Howland Hook,40.63843283794795,-74.18622331749823,Superior Chocolate Factory,Candy Store
Howland Hook,40.63843283794795,-74.18622331749823,Saks OFF 5TH,Department Store
Howland Hook,40.63843283794795,-74.18622331749823,Kate Spade,Women's Store
Howland Hook,40.63843283794795,-74.18622331749823,The Lobby,Lounge
Howland Hook,40.63843283794795,-74.18622331749823,Carters Outlet,Kids Store
Howland Hook,40.63843283794795,-74.18622331749823,Victoria's Secret PINK,Lingerie Store
Howland Hook,40.63843283794795,-74.18622331749823,Wendy’s,Fast Food Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Columbia Factory Store,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,Pho Mac,Vietnamese Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,le roi,Hookah Bar
Howland Hook,40.63843283794795,-74.18622331749823,Zumiez,Clothing Store
Howland Hook,40.63843283794795,-74.18622331749823,Nathans,Hot Dog Joint
Howland Hook,40.63843283794795,-74.18622331749823,adidas Factory Outlet,Sporting Goods Shop
Howland Hook,40.63843283794795,-74.18622331749823,Jimmy Max,Italian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Bar Code,Nightclub
Howland Hook,40.63843283794795,-74.18622331749823,Egger's Ice Cream Parlor,Ice Cream Shop
Howland Hook,40.63843283794795,-74.18622331749823,"Lorenzo's Restaurant, Bar & Cabaret",Italian Restaurant
Howland Hook,40.63843283794795,-74.18622331749823,Renato's Imperial Pastry Shoppe,Bakery
Howland Hook,40.63843283794795,-74.18622331749823,Warinanco Park,Park
Howland Hook,40.63843283794795,-74.18622331749823,IKEA,Furniture / Home Store
Howland Hook,40.63843283794795,-74.18622331749823,Häggen-Dazs,Ice Cream Shop
Howland Hook,40.63843283794795,-74.18622331749823,Willowbrook Park,Baseball Field
Howland Hook,40.63843283794795,-74.18622331749823,Stop & Shop,Market
Howland Hook,40.63843283794795,-74.18622331749823,Bagel Land,Bagel Shop
Port Ivory,40.63968297845542,-74.17464532993542,Neiman Marcus Last Call,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,Rinconcito Paisa,Latin American Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Tommy Hilfiger,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,Burlington,Department Store
Port Ivory,40.63968297845542,-74.17464532993542,COACH Outlet,Accessories Store
Port Ivory,40.63968297845542,-74.17464532993542,The LEGO Store,Toy / Game Store
Port Ivory,40.63968297845542,-74.17464532993542,Calvin Klein,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,UNIQLO,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,Gap Factory Store,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,Forever 21,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,Brother's Pizza,Pizza Place
Port Ivory,40.63968297845542,-74.17464532993542,Denino's Pizzeria Tavern,Pizza Place
Port Ivory,40.63968297845542,-74.17464532993542,Planet Fitness,Gym / Fitness Center
Port Ivory,40.63968297845542,-74.17464532993542,American Eagle & Aerie Outlet,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,Ralph's Italian Ices,Ice Cream Shop
Port Ivory,40.63968297845542,-74.17464532993542,The Mills at Jersey Gardens,Shopping Mall
Port Ivory,40.63968297845542,-74.17464532993542,Disney Store,Toy / Game Store
Port Ivory,40.63968297845542,-74.17464532993542,Dollar Tree,Discount Store
Port Ivory,40.63968297845542,-74.17464532993542,Bed Bath & Beyond,Furniture / Home Store
Port Ivory,40.63968297845542,-74.17464532993542,ALDO Outlet,Shoe Store
Port Ivory,40.63968297845542,-74.17464532993542,Dairy Queen,Ice Cream Shop
Port Ivory,40.63968297845542,-74.17464532993542,Hilton Garden Inn,Hotel
Port Ivory,40.63968297845542,-74.17464532993542,Noches De Colombia,Colombian Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Cinnabon,Bakery
Port Ivory,40.63968297845542,-74.17464532993542,DiCosmo's Italian Ice,Ice Cream Shop
Port Ivory,40.63968297845542,-74.17464532993542,Urban Griddle,Diner
Port Ivory,40.63968297845542,-74.17464532993542,Kohl's,Department Store
Port Ivory,40.63968297845542,-74.17464532993542,SEPHORA,Cosmetics Shop
Port Ivory,40.63968297845542,-74.17464532993542,Starting Point Bar & Grill,Bar
Port Ivory,40.63968297845542,-74.17464532993542,IHOP,Breakfast Spot
Port Ivory,40.63968297845542,-74.17464532993542,Tropical Smoothie Cafe,Café
Port Ivory,40.63968297845542,-74.17464532993542,Nike Factory Store,Sporting Goods Shop
Port Ivory,40.63968297845542,-74.17464532993542,Starbucks,Coffee Shop
Port Ivory,40.63968297845542,-74.17464532993542,CakeChef's Cookie Jar,Dessert Shop
Port Ivory,40.63968297845542,-74.17464532993542,Bayway World of Liquors,Liquor Store
Port Ivory,40.63968297845542,-74.17464532993542,City Tavern,South American Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Spirito's,Italian Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Johnny Rockets,American Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Under Armour Factory Outlet,Clothing Store
Port Ivory,40.63968297845542,-74.17464532993542,Sanma Japanese Restaurant,Sushi Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Applebee's Grill + Bar,American Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Indoor Extreme Sports,Recreation Center
Port Ivory,40.63968297845542,-74.17464532993542,Dunkin',Donut Shop
Port Ivory,40.63968297845542,-74.17464532993542,La Piazza,Pizza Place
Port Ivory,40.63968297845542,-74.17464532993542,Little Food Cafe,American Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Brisas Bakery & Restaurant,Colombian Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Egger's Ice Cream Parlor,Ice Cream Shop
Port Ivory,40.63968297845542,-74.17464532993542,Bath & Body Works,Cosmetics Shop
Port Ivory,40.63968297845542,-74.17464532993542,Santillo's Brick Oven Pizza,Pizza Place
Port Ivory,40.63968297845542,-74.17464532993542,Kate Spade,Women's Store
Port Ivory,40.63968297845542,-74.17464532993542,Renato's Imperial Pastry Shoppe,Bakery
Port Ivory,40.63968297845542,-74.17464532993542,Saks OFF 5TH,Department Store
Port Ivory,40.63968297845542,-74.17464532993542,Stop & Shop,Market
Port Ivory,40.63968297845542,-74.17464532993542,Jimmy Max,Italian Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Call It A Wrap,New American Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Victoria's Secret PINK,Lingerie Store
Port Ivory,40.63968297845542,-74.17464532993542,Mezcal's,Mexican Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Mother Moose,Bakery
Port Ivory,40.63968297845542,-74.17464532993542,Pho Mac,Vietnamese Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,Forest Bagels,Bagel Shop
Port Ivory,40.63968297845542,-74.17464532993542,Carbonazo Restaurant,Peruvian Restaurant
Port Ivory,40.63968297845542,-74.17464532993542,PetSmart,Pet Store
